"""STATION"",""NAME"",""DATE"",","""PRC","P""",,,DATE,PRCP
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/5/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/6/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/7/19,12.7
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/8/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/9/19,17.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/10/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/11/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/12/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/13/19,12.7
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/14/19,8.1
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/15/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/16/19,3.6
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/17/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/18/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/19/19,0.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/20/19,10.2
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/21/19,3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/22/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/23/19,3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/24/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/25/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/27/19,6.6
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/28/19,11.9
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/29/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/30/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",8/31/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/1/19,0.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/2/19,14.2
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/3/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/4/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/5/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/6/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/7/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/8/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/9/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/10/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/11/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/12/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/13/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/14/19,3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/15/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/16/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/17/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/18/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/19/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/20/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/21/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/22/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/23/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/24/19,3.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/25/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/26/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/27/19,0.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/28/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/29/19,2.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",9/30/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/1/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/2/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/3/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/4/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/5/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/6/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/7/19,72.6
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/8/19,8.6
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/9/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/10/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/11/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/12/19,2.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/13/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/14/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/15/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/16/19,5.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/17/19,3.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/18/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/19/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/20/19,0.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/21/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/22/19,22.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/23/19,1
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/24/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/25/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/26/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/27/19,23.9
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/28/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/29/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/30/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",10/31/19,21.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/1/19,22.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/2/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/3/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/4/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/5/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/6/19,1.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/7/19,2
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/8/19,13.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/9/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/10/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/11/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/12/19,5.6
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/13/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/14/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/15/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/16/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/17/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/18/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/19/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/20/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/21/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/22/19,7.1
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/23/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/24/19,8.9
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/25/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/26/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/27/19,5.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/28/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/29/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",11/30/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/1/19,18.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/2/19,2.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/3/19,2
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/4/19,0.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/5/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/6/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/7/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/8/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/9/19,7.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/10/19,17.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/11/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/12/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/13/19,0.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/14/19,18.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/15/19,2.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/16/19,8.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/17/19,39.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/18/19,0.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/19/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/20/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/21/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/22/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/23/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/24/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/25/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/26/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/27/19,1.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/28/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/29/19,2.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/30/19,34
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",12/31/19,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/1/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/2/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/3/20,8.6
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/4/20,13
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/5/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/6/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/7/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/8/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/9/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/10/20,0.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/11/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/12/20,9.7
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/13/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/14/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/15/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/16/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/17/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/18/20,5.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/19/20,18.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/20/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/21/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/22/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/23/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/24/20,9.1
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/25/20,21.6
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/26/20,3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/27/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/28/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/29/20,1.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/30/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",1/31/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/1/20,2
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/2/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/3/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/5/20,9.9
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/6/20,3.6
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/7/20,14.2
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/8/20,1.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/9/20,1.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/10/20,13.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/11/20,4.6
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/12/20,0.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/13/20,30.2
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/14/20,1
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/15/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/16/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/17/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/18/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/19/20,7.6
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/20/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/21/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/22/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/23/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/24/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/25/20,7.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/26/20,1
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/27/20,8.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/28/20,1.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",2/29/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/1/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/2/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/3/20,11.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/4/20,3.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/5/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/6/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/7/20,0.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/8/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/9/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/10/20,0.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/11/20,8.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/12/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/13/20,10.7
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/14/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/15/20,4.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/16/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/17/20,1.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/18/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/19/20,40.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/20/20,5.1
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/21/20,0.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/22/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/23/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/24/20,1.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/25/20,0.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/26/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/27/20,0.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/28/20,6.9
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/29/20,1
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/30/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",3/31/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/1/20,0.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/2/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/3/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/4/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/5/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/6/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/7/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/8/20,25.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/9/20,11.9
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/10/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/11/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/12/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/13/20,17.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/14/20,13.7
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/15/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/16/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/17/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/18/20,12.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/19/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/20/20,0.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/21/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/22/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/23/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/24/20,8.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/25/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/26/20,10.9
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/27/20,13
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/28/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/29/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",4/30/20,10.7
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/1/20,2.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/2/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/3/20,2.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/4/20,5.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/5/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/6/20,3.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/7/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/8/20,0.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/9/20,13.7
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/10/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/11/20,4.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/12/20,0.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/13/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/14/20,2.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/15/20,1.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/16/20,0.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/17/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/18/20,0.3
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/19/20,11.2
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/20/20,37.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/21/20,29
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/22/20,21.8
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/23/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/24/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/25/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/26/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/27/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/28/20,15
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/29/20,0.5
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/30/20,5.6
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",5/31/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",6/1/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",6/2/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",6/3/20,0
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",6/4/20,27.4
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",6/5/20,9.9
"""US1OHAT0005"",""AMESVILLE",2.6,"SE,",OH,"US""",6/6/20,0
